Year,Place,Age Group,Race and Ethnicity,Count of Alcohol Consumption,Rate of Alcohol Consumption,Count of Diabetes,Rate of Diabetes,Count of Hypertension,Rate of Hypertension,Count of Smoking,Rate of Smoking,Count of Low Weight Gain,Rate of Low Weight Gain,Count of Inadequate Prenatal Care,Rate of Inadequate Prenatal Care,Count of Other Risks,Rate of Other Risks
2022,Oak Lawn,All Ages,All Race/Eth,*,*,74,12.2,67,11,*,*,312,51.2,233,38.3,195,32
2022,Oak Lawn,All Ages,NH White,*,*,37,10.4,35,9.8,*,*,183,51.4,131,36.8,111,31.2
2022,Oak Lawn,25 to 29,All Race/Eth,*,*,20,13.2,15,*,*,*,81,53.3,58,38.2,46,30.3
2022,Oak Lawn,35 to 39,All Race/Eth,*,*,17,*,18,*,*,*,58,50,36,31,47,40.5
2023,Oak Lawn,All Ages,All Race/Eth,0,0,74,11.7,96,15.2,*,*,344,54.5,228,36.1,207,32.8
2023,Oak Lawn,15 to 17,All Race/Eth,0,0,0,0,0,0,0,0,*,*,*,*,0,0
2023,Oak Lawn,18 to 19,All Race/Eth,0,0,0,0,0,0,0,0,*,*,5,*,0,0
2023,Oak Lawn,20 to 24,All Race/Eth,0,0,6,*,6,*,*,*,41,53.9,36,47.4,18,*
2023,Oak Lawn,25 to 29,All Race/Eth,0,0,15,*,23,12.4,0,0,98,52.7,74,39.8,47,25.3
2023,Oak Lawn,30 to 34,All Race/Eth,0,0,27,12.2,40,18,0,0,116,52.3,69,31.1,81,36.5
2023,Oak Lawn,35 to 39,All Race/Eth,0,0,23,21.5,21,19.6,0,0,64,59.8,32,29.9,52,48.6
2023,Oak Lawn,40 to 44,All Race/Eth,0,0,*,*,6,*,0,0,17,*,9,*,8,*
2023,Oak Lawn,45 to 54,All Race/Eth,0,0,0,0,0,0,0,0,*,*,*,*,*,*
2023,Oak Lawn,All Ages,Hispanic,0,0,18,*,27,15.3,0,0,100,56.5,58,32.8,52,29.4
2023,Oak Lawn,All Ages,NH Asian/PI,0,0,*,*,*,*,0,0,12,*,7,*,6,*
2023,Oak Lawn,All Ages,NH Black,0,0,7,*,8,*,0,0,23,54.8,13,*,15,*
2023,Oak Lawn,All Ages,NH Multiracial,0,0,0,0,*,*,0,0,*,*,0,0,*,*
2023,Oak Lawn,All Ages,NH White,0,0,45,11.7,55,14.4,*,*,207,54,148,38.6,132,34.5
2023,Oak Lawn,18 to 19,Hispanic,0,0,0,0,0,0,0,0,*,*,*,*,0,0
2023,Oak Lawn,20 to 24,Hispanic,0,0,*,*,*,*,0,0,14,*,5,*,5,*
2023,Oak Lawn,25 to 29,Hispanic,0,0,*,*,5,*,0,0,27,50,22,40.7,12,*
2023,Oak Lawn,30 to 34,Hispanic,0,0,7,*,11,*,0,0,32,53.3,15,*,18,*
2023,Oak Lawn,35 to 39,Hispanic,0,0,5,*,6,*,0,0,18,*,12,*,15,*
2023,Oak Lawn,40 to 44,Hispanic,0,0,*,*,*,*,0,0,7,*,*,*,*,*
2023,Oak Lawn,45 to 54,Hispanic,0,0,0,0,0,0,0,0,0,0,*,*,0,0
2023,Oak Lawn,20 to 24,NH Asian/PI,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,Oak Lawn,25 to 29,NH Asian/PI,0,0,*,*,*,*,0,0,*,*,*,*,*,*
2023,Oak Lawn,30 to 34,NH Asian/PI,0,0,*,*,*,*,0,0,6,*,*,*,*,*
2023,Oak Lawn,35 to 39,NH Asian/PI,0,0,0,0,0,0,0,0,*,*,0,0,0,0
2023,Oak Lawn,40 to 44,NH Asian/PI,0,0,0,0,0,0,0,0,*,*,0,0,0,0
2023,Oak Lawn,45 to 54,NH Asian/PI,0,0,0,0,0,0,0,0,*,*,0,0,0,0
2023,Oak Lawn,18 to 19,NH Black,0,0,0,0,0,0,0,0,0,0,*,*,0,0
2023,Oak Lawn,20 to 24,NH Black,0,0,*,*,0,0,0,0,*,*,*,*,*,*
2023,Oak Lawn,25 to 29,NH Black,0,0,*,*,*,*,0,0,7,*,*,*,5,*
2023,Oak Lawn,30 to 34,NH Black,0,0,*,*,*,*,0,0,8,*,5,*,6,*
2023,Oak Lawn,35 to 39,NH Black,0,0,0,0,*,*,0,0,*,*,*,*,*,*
2023,Oak Lawn,40 to 44,NH Black,0,0,*,*,*,*,0,0,*,*,*,*,*,*
2023,Oak Lawn,35 to 39,NH Multiracial,0,0,0,0,*,*,0,0,*,*,0,0,*,*
2023,Oak Lawn,15 to 17,NH White,0,0,0,0,0,0,0,0,*,*,*,*,0,0
2023,Oak Lawn,18 to 19,NH White,0,0,0,0,0,0,0,0,*,*,*,*,0,0
2023,Oak Lawn,20 to 24,NH White,0,0,*,*,*,*,*,*,25,51,30,61.2,12,*
2023,Oak Lawn,25 to 29,NH White,0,0,7,*,13,*,0,0,60,52.2,45,39.1,27,23.5
2023,Oak Lawn,30 to 34,NH White,0,0,15,*,24,17.8,0,0,70,51.9,45,33.3,53,39.3
2023,Oak Lawn,35 to 39,NH White,0,0,18,*,12,*,0,0,40,61.5,19,*,34,52.3
2023,Oak Lawn,40 to 44,NH White,0,0,*,*,*,*,0,0,7,*,5,*,5,*
2023,Oak Lawn,45 to 54,NH White,0,0,0,0,0,0,0,0,*,*,0,0,*,*
2015,Oak Park,15 to 17,All Race/Eth,0,0,0,0,0,0,0,0,*,*,*,*,0,0
2015,Oak Park,18 to 19,All Race/Eth,0,0,*,*,0,0,0,0,*,*,5,*,*,*
2015,Oak Park,20 to 24,All Race/Eth,0,0,*,*,*,*,0,0,7,*,11,*,8,*
2015,Oak Park,25 to 29,All Race/Eth,0,0,6,*,6,*,*,*,27,32.5,16,*,11,*
2015,Oak Park,40 to 44,All Race/Eth,0,0,6,*,*,*,0,0,12,*,5,*,8,*
2015,Oak Park,45 to 54,All Race/Eth,0,0,0,0,0,0,0,0,*,*,*,*,0,0
2015,Oak Park,30 to 34,All Race/Eth,*,*,14,*,17,*,0,0,59,23.9,39,15.8,38,15.4
2015,Oak Park,All Ages,NH Asian/PI,0,0,5,*,*,*,0,0,13,*,9,*,6,*
2015,Oak Park,All Ages,NH Multiracial,0,0,*,*,0,0,*,*,*,*,*,*,*,*
2015,Oak Park,All Ages,Hispanic,*,*,5,*,*,*,0,0,14,*,8,*,9,*
2015,Oak Park,All Ages,NH Black,*,*,6,*,10,*,0,0,38,43.7,20,23,14,*
2015,Oak Park,18 to 19,Hispanic,0,0,0,0,0,0,0,0,0,0,*,*,0,0
2015,Oak Park,20 to 24,Hispanic,0,0,0,0,0,0,0,0,*,*,*,*,0,0
2015,Oak Park,25 to 29,Hispanic,0,0,0,0,0,0,0,0,*,*,*,*,*,*
2015,Oak Park,35 to 39,Hispanic,0,0,*,*,0,0,0,0,*,*,*,*,*,*
2015,Oak Park,20 to 24,NH Asian/PI,0,0,0,0,0,0,0,0,0,0,*,*,0,0
2015,Oak Park,25 to 29,NH Asian/PI,0,0,0,0,0,0,0,0,*,*,0,0,0,0
2015,Oak Park,30 to 34,NH Asian/PI,0,0,*,*,*,*,0,0,7,*,6,*,*,*
2015,Oak Park,35 to 39,NH Asian/PI,0,0,*,*,*,*,0,0,*,*,*,*,*,*
2015,Oak Park,40 to 44,NH Asian/PI,0,0,*,*,0,0,0,0,0,0,*,*,*,*
2015,Oak Park,15 to 17,NH Black,0,0,0,0,0,0,0,0,*,*,*,*,0,0
2015,Oak Park,18 to 19,NH Black,0,0,0,0,0,0,0,0,*,*,*,*,0,0
2015,Oak Park,20 to 24,NH Black,0,0,*,*,*,*,0,0,*,*,6,*,5,*
2015,Oak Park,25 to 29,NH Black,0,0,0,0,*,*,0,0,6,*,*,*,*,*
2015,Oak Park,30 to 34,NH Black,0,0,*,*,*,*,0,0,13,*,5,*,*,*
2015,Oak Park,40 to 44,NH Black,0,0,*,*,*,*,0,0,*,*,*,*,*,*
2015,Oak Park,45 to 54,NH Black,0,0,0,0,0,0,0,0,*,*,0,0,0,0
2015,Oak Park,20 to 24,NH Multiracial,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Oak Park,25 to 29,NH Multiracial,0,0,0,0,0,0,*,*,0,0,*,*,0,0
2015,Oak Park,30 to 34,NH Multiracial,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Oak Park,35 to 39,NH Multiracial,0,0,0,0,0,0,0,0,*,*,*,*,0,0
2015,Oak Park,40 to 44,NH Multiracial,0,0,*,*,0,0,0,0,0,0,0,0,*,*
2015,Oak Park,18 to 19,NH White,0,0,*,*,0,0,0,0,0,0,*,*,*,*
2015,Oak Park,20 to 24,NH White,0,0,*,*,*,*,0,0,*,*,*,*,*,*
2015,Oak Park,25 to 29,NH White,0,0,5,*,5,*,0,0,14,*,10,*,8,*
2015,Oak Park,40 to 44,NH White,0,0,*,*,0,0,0,0,10,*,*,*,*,*
2015,Oak Park,45 to 54,NH White,0,0,0,0,0,0,0,0,*,*,*,*,0,0
2015,Oak Park,30 to 34,Hispanic,*,*,*,*,*,*,0,0,8,*,*,*,6,*
2015,Oak Park,35 to 39,NH Black,*,*,*,*,*,*,0,0,9,*,*,*,*,*
2015,Oak Park,30 to 34,NH White,*,*,6,*,12,*,0,0,31,18.5,24,14.3,23,13.7
2015,Oak Park,All Ages,All Race/Eth,6,*,45,7.8,41,7.1,*,*,152,26.3,99,17.1,98,16.9
2015,Oak Park,All Ages,NH White,*,*,25,6.7,27,7.2,*,*,83,22.3,59,15.8,62,16.6
2015,Oak Park,35 to 39,NH White,*,*,8,*,9,*,*,*,25,20,18,*,23,18.4
2015,Oak Park,35 to 39,All Race/Eth,*,*,15,*,12,*,*,*,42,25.3,22,13.3,32,19.3
2016,Oak Park,15 to 17,All Race/Eth,0,0,0,0,*,*,0,0,*,*,*,*,*,*
2016,Oak Park,18 to 19,All Race/Eth,0,0,0,0,0,0,0,0,*,*,5,*,0,0
2016,Oak Park,30 to 34,All Race/Eth,0,0,6,*,17,*,0,0,60,28.3,44,20.8,28,13.2
2016,Oak Park,40 to 44,All Race/Eth,0,0,*,*,6,*,0,0,14,*,7,*,8,*
2016,Oak Park,45 to 54,All Race/Eth,0,0,0,0,0,0,*,*,*,*,0,0,0,0
2016,Oak Park,20 to 24,All Race/Eth,*,*,0,0,*,*,*,*,13,*,17,*,5,*
2016,Oak Park,All Ages,NH Asian/PI,0,0,6,*,5,*,*,*,19,*,8,*,10,*
2016,Oak Park,All Ages,NH Multiracial,0,0,*,*,0,0,0,0,*,*,*,*,*,*
2016,Oak Park,All Ages,NH White,0,0,15,*,38,10.8,*,*,86,24.5,74,21.1,60,17.1
2016,Oak Park,20 to 24,Hispanic,0,0,0,0,0,0,*,*,*,*,*,*,*,*
2016,Oak Park,25 to 29,Hispanic,0,0,0,0,0,0,0,0,*,*,*,*,0,0
2016,Oak Park,30 to 34,Hispanic,0,0,0,0,*,*,0,0,*,*,*,*,*,*
2016,Oak Park,40 to 44,Hispanic,0,0,0,0,0,0,0,0,*,*,0,0,0,0
2016,Oak Park,45 to 54,Hispanic,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Oak Park,25 to 29,NH Asian/PI,0,0,0,0,*,*,0,0,*,*,*,*,*,*
2016,Oak Park,30 to 34,NH Asian/PI,0,0,*,*,0,0,0,0,6,*,*,*,*,*
2016,Oak Park,35 to 39,NH Asian/PI,0,0,*,*,*,*,*,*,9,*,*,*,6,*
2016,Oak Park,40 to 44,NH Asian/PI,0,0,*,*,*,*,0,0,*,*,*,*,*,*
2016,Oak Park,15 to 17,NH Black,0,0,0,0,*,*,0,0,*,*,*,*,*,*
2016,Oak Park,18 to 19,NH Black,0,0,0,0,0,0,0,0,*,*,5,*,0,0
2016,Oak Park,25 to 29,NH Black,0,0,*,*,*,*,*,*,*,*,5,*,*,*
2016,Oak Park,30 to 34,NH Black,0,0,*,*,*,*,0,0,11,*,9,*,5,*
2016,Oak Park,35 to 39,NH Black,0,0,*,*,*,*,*,*,8,*,5,*,6,*
2016,Oak Park,40 to 44,NH Black,0,0,0,0,*,*,0,0,*,*,0,0,*,*
2016,Oak Park,45 to 54,NH Black,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Oak Park,20 to 24,NH Multiracial,0,0,0,0,0,0,0,0,0,0,*,*,0,0
2016,Oak Park,25 to 29,NH Multiracial,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Oak Park,30 to 34,NH Multiracial,0,0,*,*,0,0,0,0,*,*,*,*,*,*
2016,Oak Park,35 to 39,NH Multiracial,0,0,*,*,0,0,0,0,*,*,*,*,*,*
2016,Oak Park,40 to 44,NH Multiracial,0,0,0,0,0,0,0,0,0,0,*,*,0,0
2016,Oak Park,20 to 24,NH White,0,0,0,0,0,0,0,0,*,*,*,*,*,*
2016,Oak Park,25 to 29,NH White,0,0,*,*,*,*,0,0,15,*,16,*,*,*
2016,Oak Park,30 to 34,NH White,0,0,*,*,13,*,0,0,34,24.1,26,18.4,18,*
2016,Oak Park,35 to 39,NH White,0,0,10,*,21,16.3,0,0,26,20.2,25,19.4,34,26.4
2016,Oak Park,40 to 44,NH White,0,0,*,*,*,*,0,0,9,*,5,*,*,*
2016,Oak Park,45 to 54,NH White,0,0,0,0,0,0,*,*,*,*,0,0,0,0
2016,Oak Park,20 to 24,NH Black,*,*,0,0,*,*,*,*,9,*,11,*,*,*
2016,Oak Park,35 to 39,Hispanic,*,*,*,*,*,*,0,0,7,*,*,*,*,*
2016,Oak Park,35 to 39,All Race/Eth,*,*,19,*,25,14,*,*,52,29.1,37,20.7,50,27.9
2016,Oak Park,All Ages,All Race/Eth,*,*,32,5.6,56,9.9,9,*,166,29.2,139,24.5,101,17.8
2016,Oak Park,25 to 29,All Race/Eth,*,*,*,*,*,*,*,*,23,28.4,27,33.3,8,*
2016,Oak Park,All Ages,NH Black,*,*,7,*,11,*,5,*,36,36.4,37,37.4,22,22.2
2016,Oak Park,All Ages,Hispanic,*,*,*,*,*,*,*,*,17,*,10,*,7,*
2017,Oak Park,15 to 17,All Race/Eth,0,0,0,0,0,0,0,0,0,0,*,*,0,0
2017,Oak Park,18 to 19,All Race/Eth,0,0,0,0,*,*,*,*,*,*,*,*,*,*
2017,Oak Park,20 to 24,All Race/Eth,0,0,*,*,*,*,0,0,16,*,12,*,5,*
2017,Oak Park,30 to 34,All Race/Eth,0,0,10,*,29,12.8,*,*,63,27.8,39,17.2,48,21.1
2017,Oak Park,40 to 44,All Race/Eth,0,0,*,*,*,*,*,*,10,*,6,*,8,*
2017,Oak Park,45 to 54,All Race/Eth,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,Oak Park,All Ages,Hispanic,0,0,*,*,*,*,*,*,14,*,9,*,12,*
2017,Oak Park,All Ages,NH Black,0,0,*,*,11,*,*,*,39,47.6,26,31.7,20,24.4
2017,Oak Park,All Ages,NH Multiracial,0,0,*,*,*,*,0,0,6,*,6,*,6,*
2017,Oak Park,All Ages,NH Asian/PI,*,*,11,*,*,*,0,0,20,33.3,9,*,16,*
2017,Oak Park,20 to 24,Hispanic,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,Oak Park,25 to 29,Hispanic,0,0,0,0,*,*,*,*,*,*,*,*,*,*
2017,Oak Park,30 to 34,Hispanic,0,0,*,*,*,*,*,*,6,*,*,*,*,*
2017,Oak Park,35 to 39,Hispanic,0,0,*,*,*,*,0,0,5,*,*,*,6,*
2017,Oak Park,20 to 24,NH Asian/PI,0,0,0,0,0,0,0,0,0,0,*,*,0,0
2017,Oak Park,25 to 29,NH Asian/PI,0,0,*,*,0,0,0,0,*,*,*,*,*,*
2017,Oak Park,30 to 34,NH Asian/PI,0,0,5,*,*,*,0,0,9,*,*,*,9,*
2017,Oak Park,40 to 44,NH Asian/PI,0,0,*,*,0,0,0,0,*,*,*,*,*,*
2017,Oak Park,45 to 54,NH Asian/PI,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,Oak Park,15 to 17,NH Black,0,0,0,0,0,0,0,0,0,0,*,*,0,0
2017,Oak Park,18 to 19,NH Black,0,0,0,0,*,*,0,0,*,*,*,*,*,*
2017,Oak Park,20 to 24,NH Black,0,0,*,*,*,*,0,0,10,*,7,*,*,*
2017,Oak Park,25 to 29,NH Black,0,0,0,0,*,*,0,0,8,*,6,*,*,*
2017,Oak Park,30 to 34,NH Black,0,0,*,*,6,*,*,*,15,*,9,*,9,*
2017,Oak Park,35 to 39,NH Black,0,0,0,0,*,*,0,0,*,*,*,*,*,*
2017,Oak Park,40 to 44,NH Black,0,0,0,0,0,0,0,0,*,*,0,0,0,0
2017,Oak Park,20 to 24,NH Multiracial,0,0,0,0,0,0,0,0,*,*,0,0,*,*
2017,Oak Park,25 to 29,NH Multiracial,0,0,*,*,*,*,0,0,*,*,*,*,*,*
2017,Oak Park,30 to 34,NH Multiracial,0,0,0,0,*,*,0,0,*,*,*,*,*,*
2017,Oak Park,35 to 39,NH Multiracial,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,Oak Park,18 to 19,NH White,0,0,0,0,0,0,*,*,*,*,*,*,0,0
2017,Oak Park,20 to 24,NH White,0,0,*,*,0,0,0,0,*,*,*,*,*,*
2017,Oak Park,30 to 34,NH White,0,0,*,*,17,*,0,0,28,20.6,19,*,24,17.6
2017,Oak Park,35 to 39,NH White,0,0,6,*,13,*,*,*,32,25,21,16.4,20,15.6
2017,Oak Park,40 to 44,NH White,0,0,*,*,*,*,0,0,5,*,*,*,*,*
2017,Oak Park,45 to 54,NH White,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,Oak Park,25 to 29,NH White,*,*,0,0,*,*,0,0,8,*,6,*,*,*
2017,Oak Park,35 to 39,NH Asian/PI,*,*,*,*,*,*,0,0,8,*,*,*,*,*
2017,Oak Park,All Ages,NH White,*,*,11,*,36,11.1,*,*,78,24,55,16.9,52,16
2017,Oak Park,All Ages,All Race/Eth,*,*,30,5.4,60,10.8,7,*,165,29.7,109,19.6,110,19.8
2017,Oak Park,35 to 39,All Race/Eth,*,*,12,*,16,*,*,*,48,27,30,16.9,34,19.1
2017,Oak Park,25 to 29,All Race/Eth,*,*,*,*,9,*,*,*,24,32,18,*,14,*
2018,Oak Park,15 to 17,All Race/Eth,0,0,*,*,0,0,0,0,0,0,0,0,*,*
2018,Oak Park,18 to 19,All Race/Eth,0,0,0,0,*,*,0,0,*,*,0,0,*,*
2018,Oak Park,30 to 34,All Race/Eth,0,0,17,*,19,*,*,*,58,28.6,32,15.8,38,18.7
2018,Oak Park,35 to 39,All Race/Eth,0,0,18,*,16,*,*,*,52,30.8,33,19.5,45,26.6
2018,Oak Park,45 to 54,All Race/Eth,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Oak Park,20 to 24,All Race/Eth,*,*,0,0,*,*,*,*,11,*,10,*,5,*
2018,Oak Park,40 to 44,All Race/Eth,*,*,*,*,5,*,0,0,9,*,7,*,8,*
2018,Oak Park,All Ages,Hispanic,0,0,*,*,5,*,0,0,11,*,8,*,6,*
2018,Oak Park,All Ages,NH Asian/PI,0,0,9,*,*,*,0,0,16,*,11,*,9,*
2018,Oak Park,All Ages,NH Multiracial,0,0,0,0,*,*,0,0,6,*,*,*,*,*
2018,Oak Park,25 to 29,Hispanic,0,0,0,0,*,*,0,0,*,*,*,*,*,*
2018,Oak Park,30 to 34,Hispanic,0,0,*,*,*,*,0,0,*,*,*,*,*,*
2018,Oak Park,35 to 39,Hispanic,0,0,0,0,0,0,0,0,7,*,*,*,0,0
2018,Oak Park,40 to 44,Hispanic,0,0,0,0,*,*,0,0,*,*,0,0,*,*
2018,Oak Park,20 to 24,NH Asian/PI,0,0,0,0,0,0,0,0,*,*,*,*,0,0
2018,Oak Park,25 to 29,NH Asian/PI,0,0,*,*,0,0,0,0,*,*,*,*,*,*
2018,Oak Park,30 to 34,NH Asian/PI,0,0,*,*,*,*,0,0,8,*,*,*,*,*
2018,Oak Park,35 to 39,NH Asian/PI,0,0,*,*,0,0,0,0,*,*,5,*,*,*
2018,Oak Park,40 to 44,NH Asian/PI,0,0,*,*,0,0,0,0,0,0,0,0,*,*
2018,Oak Park,45 to 54,NH Asian/PI,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Oak Park,15 to 17,NH Black,0,0,*,*,0,0,0,0,0,0,0,0,*,*
2018,Oak Park,18 to 19,NH Black,0,0,0,0,*,*,0,0,*,*,0,0,*,*
2018,Oak Park,20 to 24,NH Black,0,0,0,0,*,*,*,*,5,*,*,*,*,*
2018,Oak Park,30 to 34,NH Black,0,0,*,*,*,*,0,0,8,*,6,*,6,*
2018,Oak Park,35 to 39,NH Black,0,0,*,*,*,*,*,*,7,*,6,*,*,*
2018,Oak Park,40 to 44,NH Black,0,0,*,*,0,0,0,0,0,0,0,0,*,*
2018,Oak Park,25 to 29,NH Multiracial,0,0,0,0,0,0,0,0,*,*,0,0,0,0
2018,Oak Park,30 to 34,NH Multiracial,0,0,0,0,0,0,0,0,*,*,0,0,0,0
2018,Oak Park,35 to 39,NH Multiracial,0,0,0,0,*,*,0,0,*,*,0,0,*,*
2018,Oak Park,40 to 44,NH Multiracial,0,0,0,0,0,0,0,0,0,0,*,*,0,0
2018,Oak Park,25 to 29,NH White,0,0,*,*,*,*,0,0,10,*,5,*,5,*
2018,Oak Park,30 to 34,NH White,0,0,10,*,11,*,*,*,36,25.5,19,*,24,17
2018,Oak Park,35 to 39,NH White,0,0,11,*,12,*,*,*,29,25.2,19,*,33,28.7
2018,Oak Park,20 to 24,NH White,*,*,0,0,*,*,*,*,5,*,*,*,*,*
2018,Oak Park,40 to 44,NH White,*,*,0,0,0,0,0,0,6,*,5,*,*,*
2018,Oak Park,All Ages,NH White,*,*,22,6.8,28,8.7,5,*,86,26.6,52,16.1,65,20.1
2018,Oak Park,All Ages,All Race/Eth,5,*,41,8.1,53,10.5,8,*,153,30.2,96,19,111,21.9
2018,Oak Park,25 to 29,All Race/Eth,*,*,*,*,10,*,*,*,23,31.9,14,*,15,*
2018,Oak Park,All Ages,NH Black,*,*,6,*,13,*,*,*,28,38.4,21,28.8,23,31.5
2018,Oak Park,25 to 29,NH Black,*,*,*,*,5,*,*,*,7,*,5,*,8,*
2019,Oak Park,15 to 17,All Race/Eth,0,0,0,0,*,*,0,0,*,*,*,*,*,*
2019,Oak Park,18 to 19,All Race/Eth,0,0,0,0,0,0,*,*,*,*,5,*,0,0
2019,Oak Park,20 to 24,All Race/Eth,0,0,*,*,5,*,*,*,8,*,9,*,5,*
2019,Oak Park,25 to 29,All Race/Eth,0,0,7,*,9,*,*,*,29,43.9,21,31.8,15,*
2019,Oak Park,45 to 54,All Race/Eth,0,0,*,*,*,*,0,0,*,*,0,0,*,*
2019,Oak Park,40 to 44,All Race/Eth,*,*,*,*,*,*,0,0,12,*,7,*,9,*
2019,Oak Park,All Ages,NH Asian/PI,0,0,5,*,*,*,0,0,21,46.7,6,*,7,*
2019,Oak Park,All Ages,NH Black,0,0,11,*,28,27.2,*,*,51,49.5,30,29.1,36,35
2019,Oak Park,All Ages,NH Multiracial,0,0,0,0,*,*,0,0,*,*,*,*,*,*
2019,Oak Park,18 to 19,Hispanic,0,0,0,0,0,0,0,0,*,*,*,*,0,0
2019,Oak Park,20 to 24,Hispanic,0,0,0,0,0,0,0,0,0,0,*,*,0,0
2019,Oak Park,25 to 29,Hispanic,0,0,0,0,*,*,0,0,*,*,5,*,*,*
2019,Oak Park,35 to 39,Hispanic,0,0,*,*,*,*,*,*,6,*,*,*,6,*
2019,Oak Park,40 to 44,Hispanic,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Oak Park,20 to 24,NH Asian/PI,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Oak Park,25 to 29,NH Asian/PI,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Oak Park,30 to 34,NH Asian/PI,0,0,*,*,*,*,0,0,11,*,*,*,*,*
2019,Oak Park,35 to 39,NH Asian/PI,0,0,*,*,*,*,0,0,8,*,*,*,*,*
2019,Oak Park,40 to 44,NH Asian/PI,0,0,0,0,0,0,0,0,*,*,*,*,0,0
2019,Oak Park,45 to 54,NH Asian/PI,0,0,*,*,*,*,0,0,*,*,0,0,*,*
2019,Oak Park,15 to 17,NH Black,0,0,0,0,*,*,0,0,*,*,*,*,*,*
2019,Oak Park,18 to 19,NH Black,0,0,0,0,0,0,*,*,*,*,*,*,0,0
2019,Oak Park,20 to 24,NH Black,0,0,0,0,*,*,*,*,5,*,6,*,*,*
2019,Oak Park,25 to 29,NH Black,0,0,*,*,5,*,0,0,16,*,8,*,6,*
2019,Oak Park,30 to 34,NH Black,0,0,*,*,*,*,0,0,9,*,7,*,7,*
2019,Oak Park,35 to 39,NH Black,0,0,6,*,12,*,*,*,14,*,6,*,14,*
2019,Oak Park,40 to 44,NH Black,0,0,*,*,*,*,0,0,*,*,0,0,*,*
2019,Oak Park,20 to 24,NH Multiracial,0,0,0,0,0,0,0,0,*,*,*,*,0,0
2019,Oak Park,25 to 29,NH Multiracial,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Oak Park,30 to 34,NH Multiracial,0,0,0,0,*,*,0,0,0,0,0,0,*,*
2019,Oak Park,35 to 39,NH Multiracial,0,0,0,0,0,0,0,0,*,*,0,0,0,0
2019,Oak Park,20 to 24,NH White,0,0,*,*,*,*,0,0,*,*,0,0,*,*
2019,Oak Park,25 to 29,NH White,0,0,*,*,*,*,*,*,8,*,6,*,5,*
2019,Oak Park,30 to 34,NH White,0,0,*,*,17,*,0,0,41,26.6,20,13,20,13
2019,Oak Park,45 to 54,NH White,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Oak Park,40 to 44,NH White,*,*,*,*,*,*,0,0,6,*,6,*,5,*
2019,Oak Park,30 to 34,All Race/Eth,*,*,10,*,25,10.6,*,*,70,29.8,35,14.9,37,15.7
2019,Oak Park,All Ages,All Race/Eth,*,*,34,6.1,75,13.5,9,*,188,33.9,108,19.5,107,19.3
2019,Oak Park,All Ages,NH White,*,*,12,*,36,11.4,*,*,90,28.5,48,15.2,48,15.2
2019,Oak Park,35 to 39,All Race/Eth,*,*,13,*,30,16.4,5,*,65,35.5,29,15.8,39,21.3
2019,Oak Park,All Ages,Hispanic,*,*,5,*,5,*,*,*,18,*,15,*,11,*
2019,Oak Park,35 to 39,NH White,*,*,*,*,14,*,*,*,34,30.6,16,*,17,*
2019,Oak Park,30 to 34,Hispanic,*,*,*,*,*,*,*,*,7,*,*,*,*,*
2020,Oak Park,18 to 19,All Race/Eth,0,0,0,0,0,0,0,0,*,*,*,*,0,0
2020,Oak Park,20 to 24,All Race/Eth,0,0,0,0,*,*,0,0,10,*,7,*,*,*
2020,Oak Park,40 to 44,All Race/Eth,0,0,*,*,5,*,*,*,14,*,7,*,9,*
2020,Oak Park,45 to 54,All Race/Eth,0,0,*,*,*,*,0,0,*,*,*,*,*,*
2020,Oak Park,25 to 29,All Race/Eth,*,*,*,*,11,*,0,0,28,46.7,15,*,16,*
2020,Oak Park,30 to 34,All Race/Eth,*,*,9,*,24,13,0,0,57,31,29,15.8,33,17.9
2020,Oak Park,35 to 39,All Race/Eth,*,*,12,*,17,*,0,0,56,32.9,35,20.6,38,22.4
2020,Oak Park,All Ages,NH Asian/PI,0,0,*,*,*,*,0,0,10,*,6,*,5,*
2020,Oak Park,All Ages,NH Black,0,0,5,*,15,*,0,0,33,49.3,21,31.3,23,34.3
2020,Oak Park,All Ages,NH Multiracial,0,0,*,*,*,*,0,0,*,*,*,*,*,*
2020,Oak Park,All Ages,Hispanic,*,*,8,*,13,*,0,0,23,42.6,14,*,19,*
2020,Oak Park,20 to 24,Hispanic,0,0,0,0,0,0,0,0,*,*,*,*,0,0
